,alpha,beta,count_entropy,crossing_points,entropy,flat_spots,frequency,intervals_mean,lumpiness,arch_lm,sparsity,stability,nperiods,seasonal_period,trend,spike,linearity,curvature
danish_atm_daily_81,0.7054578455198366,0.0,-20483.858311180124,63.0,0.6030212302946478,34.0,1.0,74.75,0.0029425287356321,0.4572672595107189,0.0196721311475409,0.0037241379310344,0.0,1.0,0.0069589979164859,1.8502591199421239e-07,-0.1378168773336998,0.2038428137635486
danish_atm_daily_82,0.1177517933148175,0.0,-34007.37208302045,102.0,0.7675046543734116,17.0,1.0,100.66666666666669,0.0013459628210586,0.1241635614119645,0.0098360655737704,0.0016206896551724,0.0,1.0,0.0169732027490933,9.5655511447722e-08,0.1744061198757049,-0.0812569938050676
danish_atm_daily_83,0.0244696448152445,0.0244696448152444,-20217.21248619568,123.0,0.8002974423762187,4.0,1.0,305.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6653345369377348e-15,1.0824674490095276e-15
danish_atm_daily_84,0.7823851167350352,9.983702682460752e-05,-111978.44609964288,88.0,0.7852110720670283,6.0,1.0,31.11111111111111,0.0106912161203348,0.4886119637632815,0.081967213114754,0.019367816091954,0.0,1.0,0.1611077281655787,3.369553482834405e-07,-0.5141464964019345,0.8161131372765671
danish_atm_daily_85,0.6373600051238735,9.873542803603084e-05,-13411.321785337095,99.0,0.856860786015151,38.0,1.0,74.5,0.0035460479636724,0.4465673179360957,0.0229508196721311,0.0066781609195402,0.0,1.0,0.3507301133703541,7.31836879344672e-08,0.3496720770693108,-0.3265058611346544
danish_atm_daily_86,0.3270786183500839,0.0005979299228055,-79835.51287139078,104.0,0.8051142951032392,30.0,1.0,91.66666666666669,0.0016154391939832,0.8647404434809061,0.0983606557377049,0.0813793103448276,0.0,1.0,0.8506985997324465,4.290805804457254e-08,-2.3186553447187106,-1.7616642396518598
danish_atm_daily_87,0.2905005222899556,0.0210033884717884,-181624.5487718514,77.0,0.8445782135604291,104.0,1.0,22.25,0.009295302965801,0.5520600674146752,0.1245901639344262,0.0613333333333333,0.0,1.0,0.5311172905139987,2.5393606764822265e-07,0.8103814211004943,1.5298361253801311
danish_atm_daily_88,0.1198872496753539,8.44450095551441e-09,-131592.3963269969,5.0,0.6741371585451734,246.0,1.0,28.7,0.0087265503050943,0.9217021175946888,0.0590163934426229,0.0162758620689655,0.0,1.0,0.2573114082960448,1.6201753761311006e-07,1.4592400121093196,-1.2519289695212206
danish_atm_daily_89,1.4901246045828752e-08,2.1452086432393634e-09,-13530.265438398095,79.0,0.7453582957859076,102.0,1.0,8.033333333333333,0.0120539236554562,0.724822558670909,0.2098360655737705,0.0274022988505747,0.0,1.0,0.1304109759736827,3.67520674631961e-07,1.8616733946140596,1.0881173954444308
danish_atm_daily_9,0.1229138121687129,0.0327341761069511,-225236.32399885927,113.0,0.755235757214481,5.0,1.0,101.0,0.0006436781609195,0.0006131912773545,0.0065573770491803,0.0006436781609195,0.0,1.0,0.0125042265792858,6.678265367861697e-08,0.0691432463100774,0.0089142623785282
danish_atm_daily_90,1.4901161193847656e-08,1.8128911063886658e-10,-28020.98218675962,116.0,0.7435283079750673,15.0,1.0,41.57142857142857,0.0041833404285511,0.3737491875716746,0.0459016393442622,0.0184367816091954,0.0,1.0,0.3158333040631912,1.7361795986989317e-07,0.2588714446212874,-0.0367206027602613
danish_atm_daily_91,0.2320715756550198,0.0743927588515151,-32969.69390076582,121.0,0.7088057000255471,19.0,1.0,4.880952380952381,0.0036283524904214,0.6621579223077141,0.3278688524590163,0.0290689655172413,0.0,1.0,0.1081490673260916,3.575248535080581e-07,0.8719873993067412,0.2915415134854494
danish_atm_daily_92,0.0413991285614524,0.0002954453464037,-30040.425329095036,127.0,0.7779051346748952,6.0,1.0,4.795454545454546,0.0016490705264651,0.8087837615733285,0.3081967213114754,0.0098965517241379,0.0,1.0,0.0097917379036416,3.420119043764483e-07,-0.0465206648392661,0.5710567600001039
danish_atm_daily_93,0.076135538034665,0.0761355186920889,-28356.85847332326,139.0,0.6402244766531878,5.0,1.0,4.863636363636363,0.001479211011778,0.777428869851096,0.2983606557377049,0.0089655172413793,0.0,1.0,0.0135630667765878,3.674616499556769e-07,-0.0313840075615817,0.4785340067560639
danish_atm_daily_94,0.0701032925946104,3.751594295704082e-16,-1354.2974532014032,35.0,0.6968035345205768,181.0,1.0,4.833333333333333,0.0140696750390236,0.88728789787455,0.7147540983606557,0.1202413793103448,0.0,1.0,0.575801832618577,2.551457182872892e-07,-5.267528883444728,1.5202880458655308
danish_atm_daily_95,0.7324652134728442,0.000102394370841,-4791.036090340424,119.0,0.8687841152715232,98.0,1.0,8.225806451612904,0.0076605647793387,0.1602879655788397,0.1639344262295081,0.0347126436781609,0.0,1.0,0.2047489879493621,5.000092039593899e-07,-0.292634436746308,1.44830001089704
danish_atm_daily_96,6.837821801372094e-06,2.5045617587982127e-12,-6153.910554323049,128.0,0.8014573494114796,6.0,1.0,4.7727272727272725,0.0015745707393216,0.7544301786722202,0.3114754098360656,0.012919540229885,0.0,1.0,0.0208784728582039,3.301765859034081e-07,0.0829547166796142,0.6039780677188471
danish_atm_daily_97,0.1328423052049523,0.0,-583.2025459562873,17.0,0.7623819108683996,244.0,1.0,5.111111111111111,0.0071667376188449,0.8829545823113013,0.8491803278688524,0.0942988505747126,0.0,1.0,0.6708913395202765,1.8320088944325602e-07,-3.783710540138512,3.0182053473408947
danish_atm_daily_98,0.031628064523172,0.0,-4722.044645505996,127.0,0.7282766021600746,5.0,1.0,4.644444444444445,0.0015962821058606,0.8302214022833101,0.3147540983606557,0.0104022988505747,0.0,1.0,0.0096266140400003,3.265827941418913e-07,0.3702949031350398,0.1491346809782773
danish_atm_daily_99,0.0285707622419237,0.0285707328872857,-62232.54251052203,119.0,0.6175768420120806,6.0,1.0,4.840909090909091,0.0015019157088122,0.7874805485053562,0.3016393442622951,0.0109885057471264,0.0,1.0,0.0108569030955992,3.551481328430135e-07,0.3818167782912142,0.6253542610259597
