,naming_orig,RMSE,RMSSE,SMAPE,RMSE_model,RMSSE_model,SMAPE_model
237,mipt_alpha_212,1159773.523822647,0.9909322375724802,56.44009113311768,CatBoostAutoRegressivePipelineEtna_3lags_gl,CatBoostAutoRegressivePipelineEtna_3lags_gl,Prophet
238,mipt_alpha_213,1135285.7950947855,0.7031934548523083,9.915201365947723,LightAutoML_mult_gl,LightAutoML_mult_gl,TFTTuningObjective_gl
239,mipt_alpha_214,2340145.163469993,1.03493110172645,22.99685478210449,LightAutoML_mult_gl,LightAutoML_mult_gl,NeuralProphet_gl
240,mipt_alpha_215,1850988.770247945,0.7959107659849286,12.41132915019989,Prophet,Prophet,CatBoostAutoRegressivePipelineEtna_30lags_gl
241,mipt_alpha_216,1925018.686695794,0.728945175021182,12.482938170433044,CatBoostAutoRegressivePipelineEtna_horizonlags,CatBoostAutoRegressivePipelineEtna_horizonlags,CatBoostAutoRegressivePipelineEtna_horizonlags
242,mipt_alpha_217,1586572.3455752025,0.6872839213399453,15.876786410808563,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl
243,mipt_alpha_218,1163358.756704053,0.6526846683234029,14.236745238304138,Prophet,Prophet,LightAutoML
244,mipt_alpha_219,1738012.5636185715,0.9695154960328264,14.795483648777008,DeepARTuningObjective_gl,DeepARTuningObjective_gl,NeuralProphet
245,mipt_alpha_22,2615047.6060584444,0.6034776532449981,16.411565244197845,DeepARTuningObjective_gl,DeepARTuningObjective_gl,NeuralProphet
246,mipt_alpha_220,1858898.411063929,0.5781693125384959,14.187008142471312,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl,DeepARTuningObjective_gl
247,mipt_alpha_221,1332321.939520625,0.6907332524912978,12.946735322475432,NeuralProphet,NeuralProphet,NeuralProphet
248,mipt_alpha_222,3331433.669883284,0.7212178471111313,44.32318508625031,CatBoostAutoRegressivePipelineEtna_3lags,CatBoostAutoRegressivePipelineEtna_3lags,CatBoostDirectPipelineEtna_horizonlags
249,mipt_alpha_223,1653609.7219646478,0.7958797706647592,21.821804344654083,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl
250,mipt_alpha_224,1177986.9972796813,0.5821272088594435,18.88060569763184,LightAutoML,LightAutoML,LightAutoML
251,mipt_alpha_225,1763759.2225335068,0.5872582420601562,16.99381023645401,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_30lags
252,mipt_alpha_226,1318760.3391063898,0.6366524967523874,17.919649183750153,TFTTuningObjective_gl,TFTTuningObjective_gl,LightAutoML
253,mipt_alpha_227,1389412.2595111935,0.5873209177260809,12.31807991862297,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl
